	ID	Query	VFID	VF_Name	Bacteria	VFCID	VFcategory	ESKAPE	Virulence_factor
2509	VFG000327(gb|WP_005672105)	K07790_50	VF0044	LOS	Haemophilus influenzae	VFC0258	Immune modulation	Negative	licB
2510	VFG001814(gb|NP_215678)	PF13237.1	VF0302	Nitrate reductase	Mycobacterium tuberculosis	VFC0272	Nutritional/Metabolic factor	Negative	narH
2511	VFG001814(gb|NP_215678)	PF12838.2	VF0302	Nitrate reductase	Mycobacterium tuberculosis	VFC0272	Nutritional/Metabolic factor	Negative	narH
2512	VFG001814(gb|NP_215678)	K07311_62	VF0302	Nitrate reductase	Mycobacterium tuberculosis	VFC0272	Nutritional/Metabolic factor	Negative	narH
2513	VFG001814(gb|NP_215678)	K08346_94	VF0302	Nitrate reductase	Mycobacterium tuberculosis	VFC0272	Nutritional/Metabolic factor	Negative	narH
2514	VFG001814(gb|NP_215678)	K02573_244	VF0302	Nitrate reductase	Mycobacterium tuberculosis	VFC0272	Nutritional/Metabolic factor	Negative	narH
2515	VFG001814(gb|NP_215678)	K03855_245	VF0302	Nitrate reductase	Mycobacterium tuberculosis	VFC0272	Nutritional/Metabolic factor	Negative	narH
2516	VFG001814(gb|NP_215678)	K00371_559	VF0302	Nitrate reductase	Mycobacterium tuberculosis	VFC0272	Nutritional/Metabolic factor	Negative	narH
2517	VFG001814(gb|NP_215678)	TIGR03149	VF0302	Nitrate reductase	Mycobacterium tuberculosis	VFC0272	Nutritional/Metabolic factor	Negative	narH
2518	VFG022293(gb|NP_216302)	PF13370.1	VF0402	ESX-5	Mycobacterium tuberculosis	VFC0086	Effector delivery system	Negative	Rv1786
2519	VFG002139(gb|NP_220183)	PF00498.21	VF0344	TTSS	Chlamydia trachomatis	VFC0086	Effector delivery system	Negative	cdsD
2520	VFG002139(gb|NP_220183)	K03220_170	VF0344	TTSS	Chlamydia trachomatis	VFC0086	Effector delivery system	Negative	cdsD
2521	VFG002139(gb|NP_220183)	K12281_72	VF0344	TTSS	Chlamydia trachomatis	VFC0086	Effector delivery system	Negative	cdsD
2522	VFG002139(gb|NP_220183)	K07169_59	VF0344	TTSS	Chlamydia trachomatis	VFC0086	Effector delivery system	Negative	cdsD
2523	VFG002139(gb|NP_220183)	TIGR02500	VF0344	TTSS	Chlamydia trachomatis	VFC0086	Effector delivery system	Negative	cdsD
2524	VFG002067(gb|NP_248771)	PF00498.21	VF0334	HSI-I	Pseudomonas aeruginosa	VFC0086	Effector delivery system	Positive	fha1
2525	VFG002067(gb|NP_248771)	K11913_6	VF0334	HSI-I	Pseudomonas aeruginosa	VFC0086	Effector delivery system	Positive	fha1
2526	VFG002067(gb|NP_248771)	K11894_113	VF0334	HSI-I	Pseudomonas aeruginosa	VFC0086	Effector delivery system	Positive	fha1
2527	VFG002067(gb|NP_248771)	K07169_59	VF0334	HSI-I	Pseudomonas aeruginosa	VFC0086	Effector delivery system	Positive	fha1
2528	VFG002067(gb|NP_248771)	TIGR03354	VF0334	HSI-I	Pseudomonas aeruginosa	VFC0086	Effector delivery system	Positive	fha1
2529	VFG041023(gb|NP_250356)	PF00498.21	VF0943	HSI-2	Pseudomonas aeruginosa	VFC0086	Effector delivery system	Positive	PA1665
2530	VFG041023(gb|NP_250356)	K11913_6	VF0943	HSI-2	Pseudomonas aeruginosa	VFC0086	Effector delivery system	Positive	PA1665
2531	VFG041023(gb|NP_250356)	K11894_113	VF0943	HSI-2	Pseudomonas aeruginosa	VFC0086	Effector delivery system	Positive	PA1665
2532	VFG041023(gb|NP_250356)	K07169_59	VF0943	HSI-2	Pseudomonas aeruginosa	VFC0086	Effector delivery system	Positive	PA1665
2533	VFG041023(gb|NP_250356)	TIGR03354	VF0943	HSI-2	Pseudomonas aeruginosa	VFC0086	Effector delivery system	Positive	PA1665
2534	VFG002080(gb|WP_001089704)	PF00498.21	VF0335	VAS T6SS	Vibrio cholerae	VFC0086	Effector delivery system	Negative	vasC
2535	VFG002080(gb|WP_001089704)	K11913_6	VF0335	VAS T6SS	Vibrio cholerae	VFC0086	Effector delivery system	Negative	vasC
2536	VFG002080(gb|WP_001089704)	K11894_113	VF0335	VAS T6SS	Vibrio cholerae	VFC0086	Effector delivery system	Negative	vasC
2537	VFG002080(gb|WP_001089704)	K07169_59	VF0335	VAS T6SS	Vibrio cholerae	VFC0086	Effector delivery system	Negative	vasC
2538	VFG002080(gb|WP_001089704)	TIGR03354	VF0335	VAS T6SS	Vibrio cholerae	VFC0086	Effector delivery system	Negative	vasC
2539	VFG038387(gb|WP_011705717)	PF00498.21	VF0480	T6SS	Aeromonas hydrophila	VFC0086	Effector delivery system	Negative	atsJ
2540	VFG038387(gb|WP_011705717)	K11913_6	VF0480	T6SS	Aeromonas hydrophila	VFC0086	Effector delivery system	Negative	atsJ
2541	VFG038387(gb|WP_011705717)	K11894_113	VF0480	T6SS	Aeromonas hydrophila	VFC0086	Effector delivery system	Negative	atsJ
2542	VFG038387(gb|WP_011705717)	K07169_59	VF0480	T6SS	Aeromonas hydrophila	VFC0086	Effector delivery system	Negative	atsJ
2543	VFG038387(gb|WP_011705717)	TIGR03354	VF0480	T6SS	Aeromonas hydrophila	VFC0086	Effector delivery system	Negative	atsJ
2544	VFG001243(gb|NP_249776)	PF01832.15	VF0273	Flagella	Pseudomonas aeruginosa	VFC0204	Motility	Positive	flgJ
2545	VFG001243(gb|NP_249776)	K03796_217	VF0273	Flagella	Pseudomonas aeruginosa	VFC0204	Motility	Positive	flgJ
2546	VFG001243(gb|NP_249776)	K02395_597	VF0273	Flagella	Pseudomonas aeruginosa	VFC0204	Motility	Positive	flgJ
2547	VFG001243(gb|NP_249776)	3.2.1.96_15	VF0273	Flagella	Pseudomonas aeruginosa	VFC0204	Motility	Positive	flgJ
2548	VFG001243(gb|NP_249776)	TIGR02541	VF0273	Flagella	Pseudomonas aeruginosa	VFC0204	Motility	Positive	flgJ
2549	VFG038776(gb|WP_016351320)	PF01832.15	VF0473	Polar flagella	Aeromonas hydrophila	VFC0204	Motility	Negative	flgJ
2550	VFG038776(gb|WP_016351320)	K03796_217	VF0473	Polar flagella	Aeromonas hydrophila	VFC0204	Motility	Negative	flgJ
2551	VFG038776(gb|WP_016351320)	K02395_597	VF0473	Polar flagella	Aeromonas hydrophila	VFC0204	Motility	Negative	flgJ
2552	VFG038776(gb|WP_016351320)	TIGR02541	VF0473	Polar flagella	Aeromonas hydrophila	VFC0204	Motility	Negative	flgJ
2553	VFG002516(gb|WP_004197262)	PF01832.15	VF0430	Flagella	Burkholderia pseudomallei	VFC0204	Motility	Negative	flgJ
2554	VFG002516(gb|WP_004197262)	K03796_217	VF0430	Flagella	Burkholderia pseudomallei	VFC0204	Motility	Negative	flgJ
2555	VFG002516(gb|WP_004197262)	K02395_597	VF0430	Flagella	Burkholderia pseudomallei	VFC0204	Motility	Negative	flgJ
2556	VFG002516(gb|WP_004197262)	TIGR02541	VF0430	Flagella	Burkholderia pseudomallei	VFC0204	Motility	Negative	flgJ
2557	VFG002159(gb|NP_464601)	PF01832.15	VF0348	Auto	Listeria monocytogenes	VFC0083	Invasion	Negative	aut
2558	VFG002159(gb|NP_464601)	PF13457.1	VF0348	Auto	Listeria monocytogenes	VFC0083	Invasion	Negative	aut
2559	VFG002159(gb|NP_464601)	K03796_217	VF0348	Auto	Listeria monocytogenes	VFC0083	Invasion	Negative	aut
2560	VFG002159(gb|NP_464601)	K13731_5	VF0348	Auto	Listeria monocytogenes	VFC0083	Invasion	Negative	aut
2561	VFG002159(gb|NP_464601)	K02395_597	VF0348	Auto	Listeria monocytogenes	VFC0083	Invasion	Negative	aut
2562	VFG002159(gb|NP_464601)	TIGR02541	VF0348	Auto	Listeria monocytogenes	VFC0083	Invasion	Negative	aut
2563	VFG002343(gb|WP_042661457)	PF01832.15	VF0394	Flagella	Yersinia enterocolitica	VFC0204	Motility	Negative	flgJ
2564	VFG002343(gb|WP_042661457)	K03796_217	VF0394	Flagella	Yersinia enterocolitica	VFC0204	Motility	Negative	flgJ
2565	VFG002343(gb|WP_042661457)	K02395_597	VF0394	Flagella	Yersinia enterocolitica	VFC0204	Motility	Negative	flgJ
2566	VFG002343(gb|WP_042661457)	3.2.1.96_15	VF0394	Flagella	Yersinia enterocolitica	VFC0204	Motility	Negative	flgJ
2567	VFG002343(gb|WP_042661457)	TIGR02541	VF0394	Flagella	Yersinia enterocolitica	VFC0204	Motility	Negative	flgJ
2568	VFG007310(gb|WP_000609516)	PF01832.15	VF0519	Flagella	Vibrio cholerae	VFC0204	Motility	Negative	flgJ
2569	VFG007310(gb|WP_000609516)	K03796_217	VF0519	Flagella	Vibrio cholerae	VFC0204	Motility	Negative	flgJ
2570	VFG007310(gb|WP_000609516)	K02395_597	VF0519	Flagella	Vibrio cholerae	VFC0204	Motility	Negative	flgJ
2571	VFG007310(gb|WP_000609516)	TIGR02541	VF0519	Flagella	Vibrio cholerae	VFC0204	Motility	Negative	flgJ
2572	VFG043331(gb|WP_015444575)	PF01832.15	VF0157	Flagella	Legionella pneumophila	VFC0204	Motility	Negative	flgJ
2573	VFG043331(gb|WP_015444575)	K03796_217	VF0157	Flagella	Legionella pneumophila	VFC0204	Motility	Negative	flgJ
2574	VFG043331(gb|WP_015444575)	K02395_597	VF0157	Flagella	Legionella pneumophila	VFC0204	Motility	Negative	flgJ
2575	VFG043331(gb|WP_015444575)	TIGR02541	VF0157	Flagella	Legionella pneumophila	VFC0204	Motility	Negative	flgJ
2576	VFG000034(gb|WP_010929612)	PF13579.1	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplE
2577	VFG000034(gb|WP_010929612)	PF13692.1	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplE
2578	VFG000034(gb|WP_010929612)	K14335_107	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplE
2579	VFG000034(gb|WP_010929612)	K15521_189	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplE
2580	VFG000034(gb|WP_010929612)	K12995_105	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplE
2581	VFG000034(gb|WP_010929612)	2.4.1.57_5	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplE
2582	VFG000034(gb|WP_010929612)	TIGR03088	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplE
2583	VFG000034(gb|WP_010929612)	TIGR04007	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplE
2584	VFG048852(gb|WP_015875022)	PF13579.1	VF0560	Capsule	Klebsiella pneumoniae	VFC0258	Immune modulation	Positive	KP1_RS17295
2585	VFG048852(gb|WP_015875022)	K14335_107	VF0560	Capsule	Klebsiella pneumoniae	VFC0258	Immune modulation	Positive	KP1_RS17295
2586	VFG048852(gb|WP_015875022)	K03429_206	VF0560	Capsule	Klebsiella pneumoniae	VFC0258	Immune modulation	Positive	KP1_RS17295
2587	VFG048852(gb|WP_015875022)	K15521_189	VF0560	Capsule	Klebsiella pneumoniae	VFC0258	Immune modulation	Positive	KP1_RS17295
2588	VFG048852(gb|WP_015875022)	K12995_105	VF0560	Capsule	Klebsiella pneumoniae	VFC0258	Immune modulation	Positive	KP1_RS17295
2589	VFG048852(gb|WP_015875022)	2.4.1.57_5	VF0560	Capsule	Klebsiella pneumoniae	VFC0258	Immune modulation	Positive	KP1_RS17295
2590	VFG048852(gb|WP_015875022)	TIGR04007	VF0560	Capsule	Klebsiella pneumoniae	VFC0258	Immune modulation	Positive	KP1_RS17295
2591	VFG011453(gb|WP_002969456)	PF13579.1	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbpZ
2592	VFG011453(gb|WP_002969456)	PF13692.1	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbpZ
2593	VFG011453(gb|WP_002969456)	K14335_107	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbpZ
2594	VFG011453(gb|WP_002969456)	K03857_150	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbpZ
2595	VFG011453(gb|WP_002969456)	K12583_142	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbpZ
2596	VFG011453(gb|WP_002969456)	K15521_189	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbpZ
2597	VFG011453(gb|WP_002969456)	K12995_105	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbpZ
2598	VFG011453(gb|WP_002969456)	K15915_12	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbpZ
2599	VFG011453(gb|WP_002969456)	K05944_3	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbpZ
2600	VFG011453(gb|WP_002969456)	K13001_17	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbpZ
2601	VFG011453(gb|WP_002969456)	K12989_70	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbpZ
2602	VFG011453(gb|WP_002969456)	2.4.1.57_5	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbpZ
2603	VFG011453(gb|WP_002969456)	2.4.1.250_3	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbpZ
2604	VFG011453(gb|WP_002969456)	TIGR03088	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbpZ
2605	VFG037777(gb|WP_000867091)	PF13579.1	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2606	VFG037777(gb|WP_000867091)	PF13692.1	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2607	VFG037777(gb|WP_000867091)	K14335_107	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2608	VFG037777(gb|WP_000867091)	K03857_150	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2609	VFG037777(gb|WP_000867091)	K03429_206	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2610	VFG037777(gb|WP_000867091)	K12583_142	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2611	VFG037777(gb|WP_000867091)	K15521_189	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2612	VFG037777(gb|WP_000867091)	K12995_105	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2613	VFG037777(gb|WP_000867091)	K15915_12	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2614	VFG037777(gb|WP_000867091)	K05944_3	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2615	VFG037777(gb|WP_000867091)	K13001_17	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2616	VFG037777(gb|WP_000867091)	K12989_70	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2617	VFG037777(gb|WP_000867091)	2.4.1.57_5	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2618	VFG037777(gb|WP_000867091)	2.4.1.250_3	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2619	VFG037777(gb|WP_000867091)	2.4.1.290_1	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2620	VFG037777(gb|WP_000867091)	TIGR02095	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2621	VFG037777(gb|WP_000867091)	TIGR03088	VF0466	LPS	Acinetobacter baumannii	VFC0258	Immune modulation	Positive	lpsB
2622	VFG000031(gb|WP_010929609)	PF13579.1	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2623	VFG000031(gb|WP_010929609)	PF13692.1	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2624	VFG000031(gb|WP_010929609)	K14335_107	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2625	VFG000031(gb|WP_010929609)	K03857_150	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2626	VFG000031(gb|WP_010929609)	K03429_206	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2627	VFG000031(gb|WP_010929609)	K12583_142	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2628	VFG000031(gb|WP_010929609)	K15521_189	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2629	VFG000031(gb|WP_010929609)	K12995_105	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2630	VFG000031(gb|WP_010929609)	K15915_12	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2631	VFG000031(gb|WP_010929609)	K05944_3	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2632	VFG000031(gb|WP_010929609)	K13001_17	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2633	VFG000031(gb|WP_010929609)	K12989_70	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2634	VFG000031(gb|WP_010929609)	2.4.1.57_5	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2635	VFG000031(gb|WP_010929609)	2.4.1.250_3	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2636	VFG000031(gb|WP_010929609)	2.4.1.290_1	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2637	VFG000031(gb|WP_010929609)	TIGR03088	VF0033	LPS	Bordetella pertussis	VFC0258	Immune modulation	Negative	bplH
2638	VFG014111(gb|NP_251837)	PF13579.1	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpJ
2639	VFG014111(gb|NP_251837)	PF13692.1	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpJ
2640	VFG014111(gb|NP_251837)	K14335_107	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpJ
2641	VFG014111(gb|NP_251837)	K12995_105	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpJ
2642	VFG014111(gb|NP_251837)	2.4.1.57_5	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpJ
2643	VFG014111(gb|NP_251837)	TIGR03088	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpJ
2644	VFG014111(gb|NP_251837)	TIGR04007	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpJ
2645	VFG014109(gb|NP_251839)	PF13579.1	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpH
2646	VFG014109(gb|NP_251839)	PF13692.1	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpH
2647	VFG014109(gb|NP_251839)	K14335_107	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpH
2648	VFG014109(gb|NP_251839)	K12583_142	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpH
2649	VFG014109(gb|NP_251839)	K15521_189	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpH
2650	VFG014109(gb|NP_251839)	K12995_105	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpH
2651	VFG014109(gb|NP_251839)	K15915_12	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpH
2652	VFG014109(gb|NP_251839)	K05944_3	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpH
2653	VFG014109(gb|NP_251839)	K13001_17	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpH
2654	VFG014109(gb|NP_251839)	K12989_70	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpH
2655	VFG014109(gb|NP_251839)	2.4.1.57_5	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpH
2656	VFG014109(gb|NP_251839)	TIGR03088	VF0085	LPS	Pseudomonas aeruginosa	VFC0258	Immune modulation	Positive	wbpH
2657	VFG002224(gb|WP_002963682)	PF13579.1	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2658	VFG002224(gb|WP_002963682)	PF13692.1	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2659	VFG002224(gb|WP_002963682)	K14335_107	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2660	VFG002224(gb|WP_002963682)	K03857_150	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2661	VFG002224(gb|WP_002963682)	K03429_206	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2662	VFG002224(gb|WP_002963682)	K12583_142	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2663	VFG002224(gb|WP_002963682)	K15521_189	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2664	VFG002224(gb|WP_002963682)	K12995_105	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2665	VFG002224(gb|WP_002963682)	K15915_12	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2666	VFG002224(gb|WP_002963682)	K05944_3	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2667	VFG002224(gb|WP_002963682)	K13001_17	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2668	VFG002224(gb|WP_002963682)	K12989_70	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2669	VFG002224(gb|WP_002963682)	K12993_8	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2670	VFG002224(gb|WP_002963682)	2.4.1.57_5	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2671	VFG002224(gb|WP_002963682)	2.4.1.250_3	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2672	VFG002224(gb|WP_002963682)	2.4.1.292_1	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2673	VFG002224(gb|WP_002963682)	2.4.1.291_1	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2674	VFG002224(gb|WP_002963682)	2.4.1.290_1	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2675	VFG002224(gb|WP_002963682)	TIGR03088	VF0367	LPS	Brucella melitensis	VFC0258	Immune modulation	Negative	wbkA
2676	VFG050270(gb|NP_220318)	PF13579.1	VF0711	TTSS secreted effectors	Chlamydia trachomatis	VFC0086	Effector delivery system	Negative	glgA
2677	VFG050270(gb|NP_220318)	PF08323.6	VF0711	TTSS secreted effectors	Chlamydia trachomatis	VFC0086	Effector delivery system	Negative	glgA
2678	VFG050270(gb|NP_220318)	PF13692.1	VF0711	TTSS secreted effectors	Chlamydia trachomatis	VFC0086	Effector delivery system	Negative	glgA
2679	VFG050270(gb|NP_220318)	K14335_107	VF0711	TTSS secreted effectors	Chlamydia trachomatis	VFC0086	Effector delivery system	Negative	glgA
2680	VFG050270(gb|NP_220318)	K15521_189	VF0711	TTSS secreted effectors	Chlamydia trachomatis	VFC0086	Effector delivery system	Negative	glgA
2681	VFG050270(gb|NP_220318)	K15915_12	VF0711	TTSS secreted effectors	Chlamydia trachomatis	VFC0086	Effector delivery system	Negative	glgA
2682	VFG050270(gb|NP_220318)	K05944_3	VF0711	TTSS secreted effectors	Chlamydia trachomatis	VFC0086	Effector delivery system	Negative	glgA
2683	VFG050270(gb|NP_220318)	K12989_70	VF0711	TTSS secreted effectors	Chlamydia trachomatis	VFC0086	Effector delivery system	Negative	glgA
2684	VFG050270(gb|NP_220318)	2.4.1.250_3	VF0711	TTSS secreted effectors	Chlamydia trachomatis	VFC0086	Effector delivery system	Negative	glgA
2685	VFG050270(gb|NP_220318)	TIGR02095	VF0711	TTSS secreted effectors	Chlamydia trachomatis	VFC0086	Effector delivery system	Negative	glgA
2686	VFG001370(gb|WP_000697328)	PF13579.1	VF0144	Capsule	Streptococcus pneumoniae	VFC0258	Immune modulation	Negative	cps4F
2687	VFG001370(gb|WP_000697328)	PF13692.1	VF0144	Capsule	Streptococcus pneumoniae	VFC0258	Immune modulation	Negative	cps4F
2688	VFG001370(gb|WP_000697328)	K15521_189	VF0144	Capsule	Streptococcus pneumoniae	VFC0258	Immune modulation	Negative	cps4F
2689	VFG001370(gb|WP_000697328)	K12995_105	VF0144	Capsule	Streptococcus pneumoniae	VFC0258	Immune modulation	Negative	cps4F
2690	VFG001370(gb|WP_000697328)	K15915_12	VF0144	Capsule	Streptococcus pneumoniae	VFC0258	Immune modulation	Negative	cps4F
2691	VFG001370(gb|WP_000697328)	K05944_3	VF0144	Capsule	Streptococcus pneumoniae	VFC0258	Immune modulation	Negative	cps4F
2692	VFG001370(gb|WP_000697328)	K12989_70	VF0144	Capsule	Streptococcus pneumoniae	VFC0258	Immune modulation	Negative	cps4F
2693	VFG001370(gb|WP_000697328)	2.4.1.57_5	VF0144	Capsule	Streptococcus pneumoniae	VFC0258	Immune modulation	Negative	cps4F
2694	VFG001370(gb|WP_000697328)	TIGR03088	VF0144	Capsule	Streptococcus pneumoniae	VFC0258	Immune modulation	Negative	cps4F
2695	VFG001370(gb|WP_000697328)	TIGR04007	VF0144	Capsule	Streptococcus pneumoniae	VFC0258	Immune modulation	Negative	cps4F
2696	VFG050281(gb|WP_001909517)	PF13579.1	VF0615	VPS	Vibrio cholerae	VFC0271	Biofilm	Negative	vpsI
2697	VFG050281(gb|WP_001909517)	PF13692.1	VF0615	VPS	Vibrio cholerae	VFC0271	Biofilm	Negative	vpsI
2698	VFG050281(gb|WP_001909517)	K14335_107	VF0615	VPS	Vibrio cholerae	VFC0271	Biofilm	Negative	vpsI
2699	VFG050281(gb|WP_001909517)	K03857_150	VF0615	VPS	Vibrio cholerae	VFC0271	Biofilm	Negative	vpsI
2700	VFG050281(gb|WP_001909517)	K03429_206	VF0615	VPS	Vibrio cholerae	VFC0271	Biofilm	Negative	vpsI
2701	VFG050281(gb|WP_001909517)	K12583_142	VF0615	VPS	Vibrio cholerae	VFC0271	Biofilm	Negative	vpsI
2702	VFG050281(gb|WP_001909517)	K15521_189	VF0615	VPS	Vibrio cholerae	VFC0271	Biofilm	Negative	vpsI
2703	VFG050281(gb|WP_001909517)	K12995_105	VF0615	VPS	Vibrio cholerae	VFC0271	Biofilm	Negative	vpsI
2704	VFG050281(gb|WP_001909517)	K15915_12	VF0615	VPS	Vibrio cholerae	VFC0271	Biofilm	Negative	vpsI
2705	VFG050281(gb|WP_001909517)	K05944_3	VF0615	VPS	Vibrio cholerae	VFC0271	Biofilm	Negative	vpsI
2706	VFG050281(gb|WP_001909517)	K13001_17	VF0615	VPS	Vibrio cholerae	VFC0271	Biofilm	Negative	vpsI
2707	VFG050281(gb|WP_001909517)	K12989_70	VF0615	VPS	Vibrio cholerae	VFC0271	Biofilm	Negative	vpsI
